"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"H2402","3","definition","1","Réalise tout ou partie des opérations de montage/assemblage d''articles à base d''étoffes (vêtements, linge de maison, ...) sur une chaîne de production, au moyen de diverses machines à coudre programmables ou non (piqueuse plate, surjeteuse, automate de couture, ...), selon les règles de sécurité et les impératifs de production (qualité, délais, ...)."
"H2402","3","definition","2","Peut réaliser des opérations de finition et de conditionnement."
"H2402","3","definition","3","Peut coordonner une équipe."
"H2402","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en prêt-à-porter, métiers de la mode et des industries connexes, ..."
"H2402","4","acces_metier","2","Il est également accessible avec une expérience professionnelle en couture industrielle sans diplôme particulier."
"H2403","3","definition","1","Alimente et conduit une ou plusieurs machines de broderie industrielle ou de production de tissu/maille au mètre, en panneau ou en forme (tissage, tricotage, tuftage, tressage, dentelle). Intervient selon les règles de sécurité et les impératifs de production (qualité, délais, ...). Contrôle l''aspect du produit textile."
"H2403","3","definition","2","Peut régler les équipements et effectuer des opérations de maintenance de premier niveau des métiers et équipements."
"H2403","3","definition","3","Peut analyser les données de production et proposer les ajustements nécessaires."
"H2403","3","definition","4","Peut coordonner les interventions des agents de l''équipe."
"H2403","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en conduite de systèmes industriels, conduite de machines automatisées, pilotage d''installation de production par procédés, ...ou un Bac professionnel en maintenance des systèmes mécaniques automatisés."
"H2403","4","acces_metier","2","Il est également accessible avec une expérience professionnelle de conduite de machines en industrie sans diplôme particulier, notamment dans les secteurs du tricotage et de la bonneterie."
"H2404","3","definition","1","Alimente et surveille une ou plusieurs machines de transformation de matières ou fibres (d''origine végétale, animale, chimique ou minérale) en fil, selon les règles de sécurité et les impératifs de production (qualité, délai, ...). Passe les fils, mèches, rubans dans les supports de guidage ou d''entraînement et réalise des rattaches (casse de fil, ...)."
"H2404","3","definition","2","Peut régler les équipements et effectuer des réparations."
"H2404","3","definition","3","Peut coordonner les interventions des agents de l''équipe."
"H2404","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en conduite de systèmes industriels, conduite de machines automatisées, en pilotage d''installation de production par procédés, ..."
"H2404","4","acces_metier","2","Il est également accessible avec une expérience professionnelle de conduite de machines de production en industrie sans diplôme particulier."
"H2404","4","acces_metier","3","Un Bac professionnel ou BTS en maintenance des systèmes mécaniques automatisés, maintenance industrielle, ... peut être requis pour les postes sur machines complexes (conducteur sur machines open end, ...)."
"H2405","3","definition","1","Surveille et conduit une installation automatisée de formation et de consolidation (filage par extrusion, cardage, enchevêtrement des fibres, agglomération chimique, ...) de textiles nontissés, à usage technique ou domestique. Intervient selon les règles de sécurité, les normes environnementales et les impératifs de production (qualité, coûts, délais, ...). Contrôle l''état des équipements de production et l''aspect de produits textiles nontissés."
"H2405","3","definition","2","Peut contrôler la composition des produits, effectuer des opérations de réparation sur les nappes ou bobines obtenues et effectuer des opérations de maintenance de premier niveau sur les outils (planche à aiguilles, ...)."
"H2405","3","definition","3","Peut analyser les données de production et proposer les ajustements nécessaires."
"H2405","4","acces_metier","1","Ce métier est accessible à partir d''un CAP/BEP en conduite d''installation de production par procédés, ..."
"H2405","4","acces_metier","2","Il est également accessible avec une expérience professionnelle en conduite de machines industrielles (plasturgie, mécanique, ...)."
"H2405","4","acces_metier","3","Un diplôme de niveau Bac+2 (BTS, DUT) en mécanique, électricité, ... peut être demandé pour certains postes (responsable de ligne en fabrication de produits nontissés, ...)."
"H2406","3","definition","1","Réalise le blanchiment, la teinture, l''apprêt (encollage, enduction, ...) et le complexage de fils, tissus et tricots. Obtient une consistance, un toucher, une couleur, un aspect, une caractéristique par des opérations chimiques, mécaniques, thermiques, au moyen de machines. Intervient selon les règles de sécurité et les impératifs de production (optimisation de la matière, qualité, délais, ...). Guide et contrôle le passage du textile dans les équipements (rame, ...)."
"H2406","3","definition","2","Peut réaliser le mélange des produits, déterminer les ajustements et effectuer la maintenance de premier niveau des équipements."
"H2406","3","definition","3","Peut coordonner une équipe d''opérateurs (aide-conducteur, ...)."
"H2406","4","acces_metier","1","Ce métier est accessible à partir d''un CAP/BEP en textile, mécanique, conduite d''installation de production par procédés, ..."
"H2406","4","acces_metier","2","Il est également accessible sans diplôme ni expérience professionnelle."
"H2407","3","definition","1","Réalise une ou plusieurs opérations de transformation de peaux brutes en cuir, peausserie, ... (tannage, séchage, refente, ...) selon les règles de sécurité et les impératifs de production (optimisation de la matière, qualité, délais, ...)."
"H2407","3","definition","2","Peut préparer les produits de traitement des peaux, régler les équipements et effectuer la maintenance de premier niveau de machines/équipements."
"H2407","3","definition","3","Peut coordonner une équipe."
"H2407","4","acces_metier","1","Ce métier est accessible sans diplôme particulier ni expérience professionnelle."
"H2407","4","acces_metier","2","Une bonne condition physique est requise."
"H2408","3","definition","1","Reproduit, au moyen de machines d''impression textile, des motifs de couleurs sur nappes textiles (tissu, tricot, nontissé, ...) de différentes fibres (coton, soie, viscose, polyester, polyamide, ...). Intervient selon les règles de sécurité et les impératifs de production (optimisation de la matière, qualité, délais, ...)."
"H2408","3","definition","2","Réalise les diagnostics en cas de non-conformité de l''impression et détermine les ajustements. Peut effectuer la maintenance de premier niveau des équipements."
"H2408","3","definition","3","Peut coordonner une équipe d''opérateurs (aide-imprimeur, ...)."
"H2408","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac professionnel en textile, impression textile, conduite d''installation de production par procédés, ..."
"H2408","4","acces_metier","2","Il est également accessible sans diplôme ni expérience professionnelle."
"H2408","4","acces_metier","3","Un diplôme de niveau Bac+2 (BTS/DUT) en productique textile, mécanique textile peut être demandé."
"H2409","3","definition","1","Réalise des opérations de coupe en série de pièces de vêtements, d''articles de maroquinerie, de chaussures, ... dans différents matériaux souples (tissu, cuir, ...), au moyen de ciseaux électriques, emporte-pièces, machines de découpe. Intervient selon les règles de sécurité et les impératifs de production (optimisation de la matière, qualité, délais, ...)."
"H2409","3","definition","2","Peut réaliser des opérations de matelassage, de découpe au ciseau manuel (prototype, ...)."
"H2409","3","definition","3","Peut effectuer des opérations d''entretien de machines/équipements."
"H2409","3","definition","4","Peut coordonner une équipe."
"H2409","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en prêt-à-porter, métiers de la mode, ..."
"H2409","4","acces_metier","2","Il est également accessible sans diplôme ni expérience professionnelle."
"H2410","3","definition","1","Met en forme, repasse ou réalise diverses opérations de finition (épluchage, fixation de perles, ...) sur des articles à base d''étoffes (vêtements, linge de maison, ...) manuellement ou à l''aide de machines. Intervient selon les règles de sécurité et les impératifs de production (qualité, délais, ...)."
"H2410","3","definition","2","Peut effectuer des opérations de réparation d''articles ou les conditionner."
"H2410","3","definition","3","Peut coordonner une équipe."
"H2410","4","acces_metier","1","Ce métier est accessible avec une expérience professionnelle dans l''assemblage et le montage en industries textiles sans diplôme particulier."
"H2410","4","acces_metier","2","Un CAP en habillement, couture, ... en facilite l''accès."
"H2411","3","definition","1","Monte le prototype et l''échantillon de pré-série d''articles des industries de l''habillement, du cuir et des autres matériaux souples (chaussure, maroquinerie, ...), à partir d''un patron de base et des données techniques, selon les règles de sécurité et les impératifs de production (optimisation de la matière, qualité, délais, ...)."
"H2411","3","definition","2","Peut couper les pièces nécessaires au montage-assemblage des prototypes et déterminer les étapes et techniques de montage de prototypes."
"H2411","3","definition","3","Peut apporter un appui technique aux opérateurs en cours de production."
"H2411","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac professionnel en prêt-à-porter, textile/cuir, complété par une expérience professionnelle en montage/assemblage dans le secteur du textile ou du cuir (couturier industriel, ...)."
"H2412","3","definition","1","Réalise sur informatique à partir d''un patron de base d''un article, la déclinaison taille par taille et crée un schéma de placement pour la coupe selon les impératifs de production (optimisation de la matière, qualité, délais, ...)."
"H2412","3","definition","2","Peut créer un patron par modification d''un modèle existant."
"H2412","3","definition","3","Peut réaliser une gradation manuelle par report de valeurs proportionnelles."
"H2412","3","definition","4","Peut créer une fiche technique (dessin, explication de montage, ...) en vue de l''industrialisation de l''article."
"H2412","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP en couture flou, métiers de la mode, ... complété par une expérience professionnelle dans le secteur."
"H2412","4","acces_metier","2","Un diplôme de niveau Bac (professionnel, Brevet de Technicien -BT-) ou Bac+2 (BTS) en métiers de la mode et industries connexes-productique, industrie de l''habillement, vêtement (création et sur-mesure) facilite l''accès aux postes à responsabilités."
"H2413","3","definition","1","Prépare manuellement ou à l''aide de machines les fils (bobinage, pressage, ourdissage, ...), le garnissage ou le montage d''un ou plusieurs métiers de tissage ou de dentelle selon les règles de sécurité et les impératifs de production (qualité, délais, ...)."
"H2413","3","definition","2","Peut réaliser l''encollage des nappes de fils, monter les éléments constitutifs de métiers ou effectuer des opérations de maintenance de premier niveau sur les métiers et équipements."
"H2413","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP technique."
"H2413","4","acces_metier","2","Il est également accessible sans diplôme particulier ni expérience professionnelle pour certains postes (noueur, bobineur, ...)."
"H2414","3","definition","1","Réalise des opérations de préparation de pièces avant montage/assemblage, de finition sur des articles en cuir ou autres matériaux souples (peaux, chaussures, maroquinerie, gants, ...) manuellement ou à l''aide de machines (pareuse, ...), selon les règles de sécurité et les impératifs de production (qualité, délais, ...)."
"H2414","3","definition","2","Peut effectuer des opérations de réparation sur les articles ou les conditionner. Peut réaliser la maintenance de premier niveau des machines/équipements."
"H2414","3","definition","3","Peut coordonner une équipe."
"H2414","4","acces_metier","1","Ce métier est accessible avec une expérience professionnelle dans le secteur des cuirs et peaux (assemblage, montage, transformation ou finition) sans diplôme particulier."
"H2414","4","acces_metier","2","Un CAP en confection chaussures ou maroquinerie en facilite l''accès."
"H2415","3","definition","1","Contrôle la conformité d''aspect de produits des industries des matériaux souples (peaux, fil, tissu, habillement, maroquinerie, chaussures, ...), en cours ou en fin de production, les trie et les affecte en premier choix, retraitement, rebut, ... selon les impératifs de qualité."
"H2415","3","definition","2","Peut évaluer les conditions de remise en conformité, effectuer des opérations de réparation des articles ou les conditionner."
"H2415","3","definition","3","Peut effectuer des tests chimiques sur les produits."
"H2415","4","acces_metier","1","Ce métier est accessible sans diplôme ni expérience professionnelle."
"H2415","4","acces_metier","2","Une expérience en production textile (filature, tannage, impression textile, confection textile, maroquinerie, ...) en facilite l''accès."
"H2501","3","definition","1","Organise l''activité d''une ou de plusieurs équipes d''opérateurs et de conducteurs de machines ou de lignes de production de matériels électriques, électroniques. Effectue le suivi de la fabrication selon les règles de sécurité et les impératifs de production (quantité, délais, qualité, coût, ...)."
"H2501","3","definition","2","Supervise le fonctionnement des équipements (réglages, maintenance, ...)."
"H2501","3","definition","3","Peut organiser et suivre le stockage ou les expéditions des produits."
"H2501","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (BTS, DUT, ...) en électronique, électrotechnique, électromécanique, complété par une expérience professionnelle en production industrielle."
"H2501","4","acces_metier","2","Il est également accessible avec un diplôme de niveau Bac (Bac professionnel, Brevet Professionnel -BP-, ...) en électricité, électronique, mécanique, complété par une expérience professionnelle et une formation en management."
"H2501","4","acces_metier","3","Une habilitation électrique est requise."
"H2501","4","acces_metier","4","La pratique de l''anglais (vocabulaire technique) peut être demandée."
"H2502","3","definition","1","Organise, optimise et supervise des moyens et des procédés de fabrication, dans un objectif de production de biens ou de produits, selon des impératifs de sécurité, environnement, qualité, coûts, délais, quantité."
"H2502","3","definition","2","Peut encadrer une équipe ou un service et en gérer le budget."
"H2502","3","definition","3","Peut encadrer d''autres services connexes à la production (maintenance, qualité, ...)."
"H2502","4","acces_metier","1","Ce métier est accessible avec un Master (Master professionnel, diplôme d''ingénieur, ...) dans les secteurs techniques (mécanique, électronique, chimie, ....), complété par une expérience professionnelle en production."
"H2502","4","acces_metier","2","Il est également accessible à partir d''un diplôme de niveau Bac+2 (BTS, DUT) complété par une expérience professionnelle dans le secteur."
"H2502","4","acces_metier","3","La pratique de l''anglais est requise."
"H2502","4","acces_metier","4","La maîtrise de l''outil informatique (progiciels de gestion de données) peut être requise."
"H2503","3","definition","1","Supervise et optimise la production d''une unité élémentaire dans une étape de fabrication d''un site industriel, selon les règles de sécurité et les impératifs de production (qualité, délais, quantité, ...)."
"H2503","3","definition","2","Peut coordonner une équipe de production."
"H2503","4","acces_metier","1","Cet emploi /métier est accessible avec un diplôme de niveau bac+2 (BTS, DUT, ...) en productique, mécanique, chaudronnerie ou automatismes industriels."
"H2503","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans le secteur sans diplôme particulier."
"H2504","3","definition","1","Organise l''activité d''une ou plusieurs équipes d''opérateurs et de conducteurs de machines ou de lignes de transformation de matière en produit (alimentaire, chimique, plastique, ...) ou en production d''énergie."
"H2504","3","definition","2","Effectue le suivi de la fabrication selon les règles de sécurité, d''hygiène et d''environnement, et les impératifs de production (quantité, délai, qualité, coût, ...)."
"H2504","3","definition","3","Contrôle le fonctionnement des équipements (réglages, réajustement, diagnostic de dysfonctionnement, maintenance, ...) et apporte un appui technique aux opérateurs et conducteurs."
"H2504","3","definition","4","Peut suivre la mise en production industrielle de nouveaux produits ou organiser et suivre le stockage ou les expéditions des produits."
"H2504","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac (Bac professionnel, Brevet Professionnel -BP-, ...) à Bac+2 (BTS, DUT, ...) en productique, mécanique, automatismes industriels, conception industrielle, complété par une expérience professionnelle en production."
"H2504","4","acces_metier","2","Il est également accessible avec un CAP/BEP en mécanique, électromécanique, électricité, complété par une expérience professionnelle de plusieurs années."
"H2504","4","acces_metier","3","La maîtrise de l''outil informatique (traitement de texte, tableur, Gestion de Production Assistée par Ordinateur, ...) peut être requise."
"H2504","4","acces_metier","4","La pratique de l''anglais (vocabulaire technique) peut être demandée."
"H2505","3","definition","1","Organise l''activité d''une ou plusieurs équipes d''opérateurs (coupeur, mécanicien en confection, opérateur de blanchisserie, ...) ou de conducteurs de machines (tisserand, bonnetier, ...) de fabrication, de traitement ou de confection de matériaux souples (cuir, textile, ...)."
"H2505","3","definition","2","Effectue le suivi de la fabrication selon les règles de sécurité, d''hygiène et d''environnement et les impératifs de production."
"H2505","3","definition","3","Organise et effectue le suivi de l''approvisionnement de l''atelier et apporte un appui technique aux opérateurs ou conducteurs."
"H2505","3","definition","4","Peut superviser le fonctionnement des équipements (réglages, diagnostic de dysfonctionnement, maintenance, ...)."
"H2505","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac (Bac professionnel, ...) à Bac +2 (BTS) en mécanique, textile, chimie, ... complété par une expérience professionnelle en production dans l''industrie textile."
"H2505","4","acces_metier","2","La maîtrise de l''outil informatique (traitement de texte, tableur, Gestion de Production Assistée par Ordinateur -GPAO-, ...) est requise."
"H2601","3","definition","1","Réalise manuellement ou à l''aide de machines (tour, ...) les bobinages d''appareils électriques ou électroniques (moteurs, transformateurs, ...), lors de leur fabrication ou de leur réfection, selon les règles de sécurité."
"H2601","3","definition","2","Peut reproduire à l''identique le bobinage d''un appareil détérioré."
"H2601","3","definition","3","Peut remonter l''ensemble d''un moteur ou d''un appareil."
"H2601","3","definition","4","Peut coordonner une équipe."
"H2601","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en électrobobinage, électricité, électrotechnique."
"H2601","4","acces_metier","2","Il est également accessible sans diplôme ni expérience professionnelle."
"H2601","4","acces_metier","3","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis."
"H2601","4","acces_metier","4","Une habilitation électrique est requise."
"H2602","3","definition","1","Monte des éléments électriques ou électromécaniques à l''intérieur d''armoires, d''équipements, de matériels ou sur divers supports (châssis, tableaux, ...). Procède à leur connexion selon les règles de sécurité et la réglementation."
"H2602","3","definition","2","Peut insérer un sous-ensemble dans un appareil électrique et en compléter le montage."
"H2602","3","definition","3","Peut installer un ensemble (armoire, appareil, ...) chez le client."
"H2602","3","definition","4","Peut coordonner une équipe."
"H2602","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP en électricité, électromécanique ou électrotechnique."
"H2602","4","acces_metier","2","Une habilitation électrique est requise."
"H2603","3","definition","1","Surveille et régule une ou plusieurs machine(s) de fabrication automatisée(s) de produits électriques, électroniques ou microélectroniques. Intervient selon les règles de sécurité et les impératifs de production (délais, qualité)."
"H2603","3","definition","2","Effectue les contrôles de conformité des produits en cours ou en fin de production."
"H2603","3","definition","3","Peut effectuer la maintenance de premier niveau des équipements de production."
"H2603","3","definition","4","Peut coordonner une équipe."
"H2603","4","acces_metier","1","Ce métier est accessible avec un Bac (professionnel, technologique) en électricité, électronique, électrotechnique, mécanique, maintenance, ..."
"H2603","4","acces_metier","2","Il est également accessible avec un diplôme de niveau CAP/BEP dans les mêmes secteurs, complété par une expérience professionnelle dans le secteur d''activité de l''entreprise."
"H2603","4","acces_metier","3","Des habilitations spécifiques (électriques, chimique, ...) peuvent être requises."
"H2603","4","acces_metier","4","La pratique de l''anglais (vocabulaire technique) peut être exigée."
"H2604","3","definition","1","Monte tout ou partie de matériels électriques, électromécaniques ou électroniques à l''aide d''outils manuels ou de machines semi-automatiques. Intervient selon les règles de sécurité et les impératifs de production (délais, qualité)."
"H2604","3","definition","2","Effectue les contrôles de conformité des produits en cours ou en fin de production."
"H2604","3","definition","3","Peut coordonner une équipe."
"H2604","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en électricité, électronique ou électrotechnique."
"H2604","4","acces_metier","2","Il est également accessible sans diplôme ni expérience professionnelle."
"H2604","4","acces_metier","3","Une habilitation électrique peut être requise."
"H2605","3","definition","1","Réalise manuellement ou au moyen de machines de production, l''insertion, la pose et le câblage de composants électroniques et électriques sur des cartes électroniques, circuits imprimés, châssis, ... selon les règles de sécurité et la réglementation."
"H2605","3","definition","2","Peut effectuer des contrôles de fonctionnement à l''aide d''instruments (bancs d''essais, multimètres, ...)."
"H2605","3","definition","3","Peut insérer un sous-ensemble dans un boîtier ou procéder à l''assemblage de tout ou partie du matériel ou de l''appareil."
"H2605","3","definition","4","Peut coordonner une équipe."
"H2605","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac (professionnel, technologique) en électronique, électricité."
"H2605","4","acces_metier","2","Il est également accessible sans diplôme ni expérience professionnelle."
"H2605","4","acces_metier","3","Une habilitation aux risques d''origine électrique peut être requise."
"H2701","3","definition","1","Surveille et régule à partir d''une salle de commande, une installation de production d''énergie ou de pétrochimie. Intervient selon les règles de sécurité, de sûreté, les normes environnementales et les impératifs de production."
"H2701","3","definition","2","Peut effectuer des rondes sur les installations. Peut réaliser des opérations de maintenance préventive."
"H2701","3","definition","3","Peut coordonner une équipe."
"H2701","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac (Bac professionnel, technologique, ...) à Bac+2 (BTS, DUT) en Maintenance des Systèmes Mécaniques Automatisés -MSMA-, en Contrôle Industriel et Régulation Automatique -CIRA-, ..."
"H2701","4","acces_metier","2","Il est également accessible avec un CAP/BEP en mécanique, électricité, ... complété par une expérience professionnelle."
"H2701","4","acces_metier","3","Des habilitations spécifiques (électriques, conduite de centrale nucléaire, soins aux personnes ...) peuvent être exigées."
"H2701","4","acces_metier","4","Le permis C et un ou plusieurs Certificat(s) d''Aptitude à la Conduite en Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peuvent être requis."
"H2801","3","definition","1","Règle et surveille une installation automatisée de transformation de verre (en fusion, ...) en produits (verres creux, verres plats, ...), selon les règles de sécurité, les normes environnementales et les impératifs de production (qualité, coût, délais, ...). Contrôle l''état des équipements et la conformité d''aspect des produits."
"H2801","3","definition","2","Peut effectuer des opérations de parachèvement ou de finition, assurer des opérations d''entretien sur les installations, placer et régler des moules et outillages."
"H2801","3","definition","3","Peut analyser les résultats de production et déterminer des mesures correctives."
"H2801","3","definition","4","Peut apporter un appui technique à l''équipe."
"H2801","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac (professionnel, technologique) en mécanique, électricité, ..."
"H2801","4","acces_metier","2","Il est également accessible avec une expérience professionnelle en production industrielle (verre, sidérurgie, métallurgie, ...) sans diplôme particulier."
"H2801","4","acces_metier","3","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis."
"H2801","4","acces_metier","4","Une habilitation électrique peut être demandée."
"H2802","3","definition","1","Réalise des matériaux de construction (carreaux de plâtre, tuiles en béton, blocs en béton ...) sur des équipements ou des lignes automatisées, selon les règles de sécurité et les impératifs de production (délais, quantité, qualité, ...). Surveille le déroulement des opérations de production (paramètres, ...) et intervient en cas de dysfonctionnement ou de panne (déblocage d''éléments, ajustement de paramètres, ...). Effectue l''entretien des installations et de la zone de travail."
"H2802","3","definition","2","Peut transporter et déplacer les produits. Peut effectuer des contrôles de matières et produits."
"H2802","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac (professionnel, technologique) en mécanique, électrotechnique, ..."
"H2802","4","acces_metier","2","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis."
"H2802","4","acces_metier","3","Une habilitation aux risques d''origine électrique peut être demandée."
"H2803","3","definition","1","Façonne de la céramique à l''état liquide/plastique ou émaille des pièces céramiques manuellement ou sur une machine/installation automatisée, selon les règles de sécurité et les impératifs de production (délais, quantité, qualité, ...). Peut réaliser l''entretien et le réglage des équipements et des outillages. Peut préparer et suivre la cuisson des pièces et les conditionner."
"H2803","3","definition","2","Peut coordonner une équipe."
"H2803","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en maintenance ou en mécanique."
"H2803","4","acces_metier","2","Il est également accessible sans diplôme ni expérience professionnelle."
"H2803","4","acces_metier","3","Un Bac professionnel ou technologique dans les mêmes secteurs peut être demandé pour les postes de technicien ou d''encadrement d''équipe."
"H2804","3","definition","1","Surveille et régule une installation de production automatisée de béton prêt à l''emploi, enrobés, granulats ou ciment, selon les règles de sécurité, d''environnement et les impératifs de production (qualité, délais, quantité, ...)."
"H2804","3","definition","2","Peut intervenir directement sur les équipements de production et les instruments de contrôle (détection préventive, entretien de premier niveau, ...)."
"H2804","3","definition","3","Peut organiser le stockage des matières premières, les réceptionner, planifier les livraisons et traiter les commandes."
"H2804","3","definition","4","Peut coordonner une équipe (rondiers, opérateurs, ...)."
"H2804","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac (professionnel, technologique) à Bac+2 (BTS, DUT) en électricité, électromécanique, ..."
"H2804","4","acces_metier","2","Il est également accessible avec un CAP/BEP dans les mêmes secteurs complété par une expérience professionnelle dans le Bâtiment et les Travaux Publics (extraction)."
"H2804","4","acces_metier","3","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis."
"H2804","4","acces_metier","4","Une habilitation électrique peut être demandée."
"H2805","3","definition","1","Surveille et régule à distance (salle de contrôle, ...) une installation automatisée de fusion ou de transformation en continu de matière verrière selon les règles de sécurité, les normes environnementales et les impératifs de production (qualité, coûts, délais, ...). Contrôle l''état des équipements de production et de régulation."
"H2805","3","definition","2","Peut effectuer des opérations d''entretien ou de réparation sur les installations, installer et régler des moules et des outillages."
"H2805","3","definition","3","Peut analyser les résultats de production et déterminer des mesures correctives."
"H2805","3","definition","4","Peut apporter un appui technique à différents services (production, qualité, maintenance, ...) et coordonner une équipe."
"H2805","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac (professionnel, technologique) à Bac+2 (BTS/DUT) en électromécanique, électrotechnique, automatisme, régulation."
"H2805","4","acces_metier","2","Il est également accessible avec une expérience professionnelle en production industrielle (verre, sidérurgie, métallurgie, mécanique, ...) sans diplôme particulier."
"H2805","4","acces_metier","3","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis."
"H2805","4","acces_metier","4","Une habilitation électrique peut être demandée."
"H2901","3","definition","1","Réalise l''ajustement et le montage fonctionnel de pièces, éléments, systèmes mécaniques à l''unité ou en série au moyen d''équipements d''usinage, de formage, selon les règles de sécurité et les impératifs de production (qualité, délais, ...)."
"H2901","3","definition","2","Peut coordonner une équipe."
"H2901","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac (Bac professionnel, technologique, ...) en construction mécanique."
"H2901","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans le secteur de la mécanique et de l''usinage sans diplôme particulier."
"H2901","4","acces_metier","3","Des habilitations spécifiques (soudure, ...) peuvent être exigées."
"H2901","4","acces_metier","4","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis."
"H2902","3","definition","1","Réalise des ouvrages, structures chaudronnés par la mise en forme et l''assemblage de tôles, tubes et profilés de différentes dimensions, selon les règles de sécurité."
"H2902","3","definition","2","Peut coordonner une équipe."
"H2902","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac (Bac professionnel, technologique, ...) en chaudronnerie ou serrurerie métallerie."
"H2902","4","acces_metier","2","Des habilitations spécifiques (soudure, ...) peuvent être exigées."
"H2902","4","acces_metier","3","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis."
"H2903","3","definition","1","Usine et produit des pièces par enlèvement de matières jusqu''à l''obtention de formes et dimensions définies (plane, cylindrique, ...), à l''unité ou en série, au moyen de machines conventionnelles, à commandes numériques et/ou de centres d''usinages. Intervient selon les règles de sécurité et les impératifs de production (qualité, délai, ...)."
"H2903","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac (Bac professionnel, technologique, ...) en productique, ..."
"H2903","4","acces_metier","2","Un diplôme de niveau Bac+2 (BTS, DUT) en productique, génie mécanique peut être requis en fonction de la technicité du procédé de production et du matériel."
"H2903","4","acces_metier","3","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis."
"H2904","3","definition","1","Déforme le métal (bloc, feuille, barre, lingot, billette, brame, ...) à chaud ou à froid jusqu''à l''obtention de pièces ou ébauches de pièces aux formes et dimensions définies (profilé, tube, couronne, tôle, ...). Utilise des équipements semi-automatiques ou automatiques, selon les règles de sécurité."
"H2904","3","definition","2","Peut coordonner une équipe."
"H2904","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en métallurgie, conduite d''installations automatisées, mécanique, travail des métaux ou avec une expérience professionnelle en travail des métaux."
"H2904","4","acces_metier","2","Un diplôme de niveau Bac (Bac professionnel, technologique, ...) à Bac+2 (BTS, DUT, ...) en mécanique, automatisme peut être requis en fonction de la technicité des opérations et des équipements."
"H2904","4","acces_metier","3","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis."
"H2905","3","definition","1","Produit des pièces, éléments finis, semi-finis par découpe et mise en forme de plaques, tôles, profilés, barres, tubes au moyen de machines conventionnelles ou à commande numérique, selon les règles de sécurité et les impératifs de production (qualité, délais, ...)."
"H2905","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac (Bac professionnel, Brevet Professionnel -BP-, ...) en mécanique, productique ou travail des métaux."
